1,23
1,48
1,65
1,84
1,105
1,122
1,148
1,166
1,190
1,207
1,229
1,240
1,252
1,270
1,284
1,301
1,321
1,341
1,360
1,376
1,397
1,415
1,440
2,457
2,473
2,489
2,505
2,515
2,526
2,543
2,556
2,567
2,584
2,601
2,619
2,630
2,645
2,655
2,671
2,683
2,700
2,713
2,730
2,738
2,749
2,764
2,772
2,784
3,794
3,800
3,814
3,821
3,835
3,841
3,851
3,862
3,876
3,887
3,904
3,909
3,926
3,938
3,949
3,956
3,968
4,982
4,990
4,999
4,1010
4,1018
4,1025
4,1035
4,1046
4,1066
4,1080
4,1091
4,1098
4,1105
4,1120
4,1127
4,1133
4,1140
4,1150
4,1158
5,1165
5,1176
5,1183
5,1191
5,1201
5,1208
5,1218
5,1226
5,1238
5,1251
5,1261
5,1270
5,1281
5,1290
5,1294
5,1297
5,1308
5,1312
5,1319
5,1325
5,1335
6,1342
6,1345
6,1352
6,1360
6,1370
6,1378
6,1383
6,1387
6,1391
6,1398
6,1403
6,1411
6,1416
6,1421
6,1425
6,1428
6,1434
7,1438
7,1443
7,1452
7,1457
7,1467
7,1475
7,1478
7,1485
7,1492
7,1499
7,1502
7,1509
7,1515
7,1516
7,1519
7,1522
7,1524
7,1532
7,1542
7,1546
7,1549
7,1553
7,1562
7,1569
7,1575
7,1577
8,1581
8,1587
8,1592
8,1596
8,1598
8,1604
8,1609
8,1613
8,1619
8,1622
8,1623
8,1626
8,1630
8,1637
8,1641
8,1643
8,1648
8,1650
9,1653
9,1658
9,1663
9,1669
9,1675
9,1682
9,1686
9,1689
9,1696
9,1701
9,1705
9,1709
9,1710
9,1712
9,1718
9,1719
9,1722
9,1727
9,1729
9,1732
9,1735
9,1738
9,1742
9,1745
10,1750
10,1756
10,1761
10,1763
10,1766
10,1770
10,1777
10,1781
10,1781
10,1781
10,1787
10,1791
10,1793
10,1797
10,1799
10,1801
10,1802
11,1803
11,1806
11,1806
11,1809
11,1810
11,1812
11,1815
11,1817
11,1820
11,1820
11,1820
11,1820
11,1822
11,1825
11,1827
11,1830
11,1834
11,1838
11,1840
11,1842
11,1844
11,1845
12,1846
12,1847
12,1848
12,1852
12,1854
12,1856
12,1858
12,1858
12,1860
12,1860
12,1863
13,1865
13,1867
13,1869
13,1870
13,1873
13,1874
13,1875
13,1876
13,1877
13,1881
13,1883
13,1885
14,1888
14,1891
14,1891
14,1892
14,1892
14,1895
14,1896
14,1898
14,1899
14,1902
14,1904
14,1904
14,1906
14,1906
14,1907
14,1908
14,1909
14,1911
15,1914
15,1917
15,1918
15,1919
15,1919
15,1922
15,1926
15,1926
15,1926
15,1927
15,1930
15,1932
15,1933
15,1933
16,1936
16,1937
16,1938
16,1939
16,1942
16,1942
16,1943
16,1943
16,1944
16,1947
16,1950
16,1951
16,1952
16,1952
16,1953
16,1953
16,1953
17,1953
17,1953
17,1954
17,1956
17,1957
17,1961
17,1962
17,1963
17,1963
17,1964
17,1964
17,1965
17,1965
17,1965
17,1966
17,1967
17,1968
17,1968
17,1968
17,1968
18,1970
18,1970
18,1971
18,1971
18,1972
18,1972
18,1972
18,1972
18,1972
18,1972
18,1972
18,1972
18,1973
18,1974
18,1975
18,1975
18,1977
18,1979
18,1981
18,1981
19,1981
19,1982
19,1983
19,1983
19,1983
19,1983
19,1984
19,1984
19,1985
19,1985
19,1986
19,1986
19,1988
19,1988
19,1988
19,1990
19,1993
19,1993
19,1993
20,1993
20,1993
20,1993
20,1994
20,1994
20,1994
20,1995
20,1995
20,1996
20,1996
20,1996
20,1996
20,1996
20,1998
20,2000
20,2000
21,2001
21,2001
21,2001
21,2001
21,2001
21,2002
21,2002
21,2002
21,2002
21,2003
21,2004
21,2004
21,2004
21,2004
21,2004
21,2004
21,2005
21,2005
21,2006
21,2007
21,2008
22,2008
22,2008
22,2008
22,2008
22,2008
22,2008
22,2008
22,2008
22,2008
22,2008
22,2008
22,2008
22,2008
22,2008
22,2008
22,2009
22,2009
22,2009
23,2009
23,2010
23,2010
23,2010
23,2010
23,2011
23,2011
23,2011
23,2011
23,2011
23,2011
23,2011
23,2011
23,2011
23,2011
23,2011
23,2012
23,2012
23,2012
23,2012
23,2012
23,2012
